,ZIP,City/Location Name,STATE,2010 Census Population,FIPS Code,StCtyCode,County Name,Zip Code Designation
320,35062,Dora,AL," 8,082",1073,1360,JEFFERSON,Low Income Area/HPSA
321,36301,Dothan,AL," 35,671",1069,1340,HOUSTON,Low Income Area/HPSA
322,36303,Dothan,AL," 30,251",1069,1340,HOUSTON,Low Income Area/HPSA
323,36305,Dothan,AL, 580,1069,1340,HOUSTON,HPSA
324,36305,Dothan,AL," 13,602",1069,1340,HOUSTON,HPSA
325,35553,Double Springs,AL," 4,618",1133,1660,WINSTON,Low Income Area/HPSA
326,36028,Dozier,AL, 695,1039,1190,COVINGTON,Low Income Area/HPSA
327,35456,Duncanville,AL, 2,1125,1620,TUSCALOOSA,HPSA
328,35456,Duncanville,AL," 3,607",1125,1620,TUSCALOOSA,HPSA
329,35744,Dutton,AL," 2,846",1071,1350,JACKSON,Low Income Area/HPSA
330,36260,Eastaboga,AL," 4,068",1015,1070,CALHOUN,Low Income Area/HPSA
331,35457,Echola,AL, 111,1125,1620,TUSCALOOSA,Low Income Area/HPSA
332,36024,Eclectic,AL," 5,117",1051,1250,ELMORE,HPSA
333,36024,Eclectic,AL, 437,1051,1250,ELMORE,HPSA
334,36613,Eight Mile,AL," 13,200",1097,1480,MOBILE,Low Income Area/HPSA
335,36323,Elba,AL," 7,672",1031,1150,COFFEE,Low Income Area/HPSA
336,36530,Elberta,AL," 6,868",1003,1010,BALDWIN,Low Income Area/HPSA
337,35554,Eldridge,AL," 1,130",1057,1280,FAYETTE,Low Income Area/HPSA
338,35620,Elkmont,AL," 9,282",1083,1410,LIMESTONE,Low Income Area/HPSA
339,36025,Elmore,AL," 3,792",1051,1250,ELMORE,Low Income Area/HPSA
340,35458,Elrod,AL, 646,1125,1620,TUSCALOOSA,HPSA
341,35459,Emelle,AL, 784,1119,1590,SUMTER,Low Income Area/HPSA
342,35063,Empire,AL," 4,314",1127,1630,WALKER,Low Income Area/HPSA
343,36330,Enterprise,AL," 35,932",1031,1150,COFFEE,Low Income Area/HPSA
344,35460,Epes,AL," 1,030",1119,1590,SUMTER,Low Income Area/HPSA
345,36026,Equality,AL, 947,1037,1180,COOSA,HPSA
346,36026,Equality,AL, 277,1037,1180,COOSA,HPSA
347,36026,Equality,AL, 131,1037,1180,COOSA,HPSA
348,35745,Estillfork,AL, 295,1071,1350,JACKSON,Low Income Area/HPSA
349,35461,Ethelsville,AL," 1,795",1107,1530,PICKENS,Low Income Area/HPSA
350,36027,Eufaula,AL," 16,133",1005,1020,BARBOUR,Low Income Area/HPSA
351,35462,Eutaw,AL," 5,784",1063,1310,GREENE,Low Income Area/HPSA
352,35621,Eva,AL," 2,971",1103,1510,MORGAN,Low Income Area/HPSA
353,35746,Fackler,AL, 661,1071,1350,JACKSON,Low Income Area/HPSA
354,35064,Fairfield,AL," 11,340",1073,1360,JEFFERSON,Low Income Area/HPSA
355,36532,Fairhope,AL," 16,598",1003,1010,BALDWIN,HPSA
356,35622,Falkville,AL," 7,235",1103,1510,MORGAN,Low Income Area/HPSA
357,36738,Faunsdale,AL, 843,1091,1450,MARENGO,Low Income Area/HPSA
358,35555,Fayette,AL," 10,149",1057,1280,FAYETTE,Low Income Area/HPSA
359,36029,Fitzpatrick,AL, 828,1087,1430,MACON,Low Income Area/HPSA
360,36855,Five Points,AL," 1,773",1017,1080,CHAMBERS,Low Income Area/HPSA
361,35966,Flat Rock,AL," 3,850",1071,1350,JACKSON,Low Income Area/HPSA
362,36441,Flomaton,AL," 3,629",1053,1260,ESCAMBIA,Low Income Area/HPSA
363,36442,Florala,AL," 3,681",1039,1190,COVINGTON,Low Income Area/HPSA
364,35630,Florence,AL," 32,257",1077,1380,LAUDERDALE,Low Income Area/HPSA
365,35633,Florence,AL," 21,314",1077,1380,LAUDERDALE,Low Income Area/HPSA
366,35634,Florence,AL," 11,219",1077,1380,LAUDERDALE,HPSA
367,36535,Foley,AL," 27,278",1003,1010,BALDWIN,Low Income Area/HPSA
368,36030,Forest Home,AL, 743,1013,1060,BUTLER,Low Income Area/HPSA
369,36740,Forkland,AL," 1,955",1063,1310,GREENE,Low Income Area/HPSA
370,36031,Fort Davis,AL, 63,1087,1430,MACON,Low Income Area/HPSA
371,36032,Fort Deposit,AL," 2,363",1085,1420,LOWNDES,Low Income Area/HPSA
372,36856,Fort Mitchell,AL," 3,530",1113,1560,RUSSELL,Low Income Area/HPSA
373,35967,Fort Payne,AL," 16,804",1049,1240,DE KALB,Low Income Area/HPSA
374,35968,Fort Payne,AL," 4,374",1049,1240,DE KALB,Low Income Area/HPSA
375,36362,Fort Rucker,AL," 4,279",1045,1220,DALE,Low Income Area/HPSA
376,35463,Fosters,AL," 1,231",1125,1620,TUSCALOOSA,HPSA
377,36444,Franklin,AL, 722,1099,1490,MONROE,Low Income Area/HPSA
378,36538,Frankville,AL, 408,1129,1640,WASHINGTON,Low Income Area/HPSA
379,36445,Frisco City,AL," 5,295",1099,1490,MONROE,Low Income Area/HPSA
380,36539,Fruitdale,AL, 914,1129,1640,WASHINGTON,Low Income Area/HPSA
381,36262,Fruithurst,AL," 1,468",1029,1140,CLEBURNE,Low Income Area/HPSA
382,36446,Fulton,AL, 220,1025,1120,CLARKE,Low Income Area/HPSA
383,35971,Fyffe,AL," 4,764",1049,1240,DE KALB,Low Income Area/HPSA
384,35901,Gadsden,AL," 20,083",1055,1270,ETOWAH,Low Income Area/HPSA
385,35903,Gadsden,AL," 18,258",1055,1270,ETOWAH,Low Income Area/HPSA
386,35904,Gadsden,AL," 14,330",1055,1270,ETOWAH,Low Income Area
387,35906,Gadsden,AL," 9,846",1055,1270,ETOWAH,Low Income Area
388,36540,Gainestown,AL, 749,1025,1120,CLARKE,Low Income Area/HPSA
389,35464,Gainesville,AL, 252,1119,1590,SUMTER,Low Income Area/HPSA
390,35972,Gallant,AL, 931,1055,1270,ETOWAH,Low Income Area
391,36742,Gallion,AL," 2,368",1091,1450,MARENGO,Low Income Area/HPSA
392,36038,Gantt,AL," 3,807",1039,1190,COVINGTON,Low Income Area
393,35973,Gaylesville,AL," 3,104",1019,1090,CHEROKEE,Low Income Area/HPSA
394,36340,Geneva,AL," 5,847",1061,1300,GENEVA,Low Income Area/HPSA
395,36033,Georgiana,AL," 4,174",1013,1060,BUTLER,Low Income Area/HPSA
396,35974,Geraldine,AL," 1,574",1049,1240,DE KALB,Low Income Area/HPSA
397,36908,Gilbertown,AL," 2,196",1023,1110,CHOCTAW,Low Income Area/HPSA
398,36034,Glenwood,AL, 609,1041,1200,CRENSHAW,Low Income Area/HPSA
399,35072,Goodwater,AL," 4,700",1037,1180,COOSA,Low Income Area/HPSA
400,35466,Gordo,AL," 6,073",1107,1530,PICKENS,Low Income Area/HPSA
401,36343,Gordon,AL," 1,358",1069,1340,HOUSTON,Low Income Area/HPSA
402,36035,Goshen,AL," 1,832",1109,1540,PIKE,Low Income Area/HPSA
403,36036,Grady,AL," 1,821",1101,1500,MONTGOMERY,Low Income Area/HPSA
404,36263,Graham,AL, 680,1111,1550,RANDOLPH,Low Income Area/HPSA
405,36541,Grand Bay,AL," 16,266",1097,1480,MOBILE,Low Income Area/HPSA
406,35747,Grant,AL," 5,712",1095,1470,MARSHALL,Low Income Area/HPSA
407,35073,Graysville,AL," 2,671",1073,1360,JEFFERSON,Low Income Area
408,36744,Greensboro,AL," 7,181",1065,1320,HALE,Low Income Area/HPSA
409,36037,Greenville,AL," 14,459",1013,1060,BUTLER,Low Income Area/HPSA
410,36451,Grove Hill,AL," 4,958",1025,1120,CLARKE,Low Income Area/HPSA
411,35975,Groveoak,AL," 1,113",1049,1240,DE KALB,Low Income Area/HPSA
412,35563,Guin,AL," 4,241",1093,1460,MARION,Low Income Area/HPSA
413,36542,Gulf Shores,AL," 12,434",1003,1010,BALDWIN,Low Income Area/HPSA
414,35976,Guntersville,AL," 16,611",1095,1470,MARSHALL,Low Income Area/HPSA
415,35748,Gurley,AL," 5,889",1089,1440,MADISON,Low Income Area/HPSA
416,35564,Hackleburg,AL," 2,485",1093,1460,MARION,Low Income Area/HPSA
417,35565,Haleyville,AL," 13,579",1133,1660,WINSTON,Low Income Area/HPSA
418,35570,Hamilton,AL," 10,936",1093,1460,MARION,Low Income Area/HPSA
419,35077,Hanceville,AL," 13,318",1043,1210,CULLMAN,Low Income Area/HPSA
420,36039,Hardaway,AL, 425,1087,1430,MACON,Low Income Area/HPSA
421,35078,Harpersville,AL," 2,619",1117,1580,SHELBY,Low Income Area
422,36344,Hartford,AL," 5,811",1061,1300,GENEVA,Low Income Area/HPSA
423,35640,Hartselle,AL," 24,445",1103,1510,MORGAN,Low Income Area/HPSA
424,35749,Harvest,AL," 5,815",1089,1440,MADISON,HPSA
425,35749,Harvest,AL, 5,1089,1440,MADISON,HPSA
426,36858,Hatchechubbee,AL, 613,1113,1560,RUSSELL,Low Income Area/HPSA
427,35079,Hayden,AL," 8,702",1009,1040,BLOUNT,HPSA
428,36040,Hayneville,AL," 4,020",1085,1420,LOWNDES,Low Income Area/HPSA
429,36345,Headland,AL, 168,1067,1330,HENRY,HPSA
430,36345,Headland,AL," 6,169",1067,1330,HENRY,HPSA
431,36345,Headland,AL, 459,1067,1330,HENRY,HPSA
432,36264,Heflin,AL," 8,713",1029,1140,CLEBURNE,Low Income Area/HPSA
433,35978,Henagar,AL," 5,072",1049,1240,DE KALB,Low Income Area/HPSA
434,35979,Higdon,AL," 1,356",1049,1240,DE KALB,Low Income Area/HPSA
435,36041,Highland Home,AL," 1,198",1041,1200,CRENSHAW,Low Income Area/HPSA
436,35643,Hillsboro,AL," 3,263",1079,1390,LAWRENCE,Low Income Area/HPSA
437,35571,Hodges,AL, 951,1059,1290,FRANKLIN,Low Income Area/HPSA
438,35083,Holly Pond,AL," 2,911",1043,1210,CULLMAN,Low Income Area/HPSA
439,35751,Hollytree,AL, 295,1071,1350,JACKSON,Low Income Area/HPSA
440,35752,Hollywood,AL," 2,089",1071,1350,JACKSON,Low Income Area/HPSA
441,36042,Honoraville,AL," 1,128",1041,1200,CRENSHAW,Low Income Area/HPSA
442,36043,Hope Hull,AL," 3,708",1101,1500,MONTGOMERY,Low Income Area/HPSA
443,35980,Horton,AL," 5,045",1095,1470,MARSHALL,Low Income Area/HPSA
444,35572,Houston,AL," 1,171",1133,1660,WINSTON,Low Income Area/HPSA
445,35805,Huntsville,AL," 23,301",1089,1440,MADISON,Low Income Area/HPSA
446,35810,Huntsville,AL," 28,157",1089,1440,MADISON,Low Income Area/HPSA
447,35816,Huntsville,AL," 15,584",1089,1440,MADISON,Low Income Area/HPSA
448,35808,Huntsville,AL," 1,123",1089,1440,MADISON,Low Income Area
449,35898,Huntsville,AL, 823,1089,1440,MADISON,Low Income Area
450,35801,Huntsville,AL," 6,840",1089,1440,MADISON,HPSA
451,35802,Huntsville,AL," 1,431",1089,1440,MADISON,HPSA
452,35806,Huntsville,AL," 6,699",1089,1440,MADISON,HPSA
453,35811,Huntsville,AL," 7,282",1089,1440,MADISON,HPSA
454,36860,Hurtsboro,AL," 1,424",1113,1560,RUSSELL,Low Income Area/HPSA
455,35981,Ider,AL," 2,457",1049,1240,DE KALB,Low Income Area/HPSA
456,36544,Irvington,AL," 12,243",1097,1480,MOBILE,Low Income Area/HPSA
457,36910,Jachin,AL, 120,1023,1110,CHOCTAW,Low Income Area/HPSA
458,36346,Jack,AL," 1,914",1031,1150,COFFEE,Low Income Area
459,36545,Jackson,AL," 9,979",1025,1120,CLARKE,Low Income Area/HPSA
460,36861,Jacksons Gap,AL," 3,319",1123,1610,TALLAPOOSA,Low Income Area
461,36265,Jacksonville,AL," 21,212",1015,1070,CALHOUN,Low Income Area/HPSA
462,35501,Jasper,AL," 10,297",1127,1630,WALKER,Low Income Area/HPSA
463,35503,Jasper,AL," 8,820",1127,1630,WALKER,Low Income Area/HPSA
464,35504,Jasper,AL," 13,752",1127,1630,WALKER,Low Income Area/HPSA
465,35085,Jemison,AL," 8,974",1021,1100,CHILTON,Low Income Area/HPSA
466,36749,Jones,AL," 1,016",1047,1230,DALLAS,Low Income Area/HPSA
467,35087,Joppa,AL," 1,939",1043,1210,CULLMAN,Low Income Area/HPSA
468,35089,Kellyton,AL," 2,568",1037,1180,COOSA,Low Income Area/HPSA
469,35574,Kennedy,AL," 1,272",1075,1370,LAMAR,Low Income Area/HPSA
470,35645,Killen,AL," 12,325",1077,1380,LAUDERDALE,Low Income Area/HPSA
471,36453,Kinston,AL," 2,198",1031,1150,COFFEE,Low Income Area/HPSA
472,35469,Knoxville,AL, 434,1063,1310,GREENE,Low Income Area/HPSA
473,35754,Laceys Spring,AL," 5,417",1103,1510,MORGAN,Low Income Area/HPSA
474,36862,Lafayette,AL," 6,479",1017,1080,CHAMBERS,Low Income Area/HPSA
475,36863,Lanett,AL," 11,510",1017,1080,CHAMBERS,Low Income Area/HPSA
476,35755,Langston,AL, 572,1095,1470,MARSHALL,Low Income Area/HPSA
477,36046,Lapine,AL," 1,579",1041,1200,CRENSHAW,Low Income Area/HPSA
478,36793,Lawley,AL, 589,1007,1030,BIBB,Low Income Area/HPSA
479,35094,Leeds,AL," 14,617",1073,1360,JEFFERSON,Low Income Area
480,35983,Leesburg,AL," 3,725",1019,1090,CHEROKEE,Low Income Area/HPSA
481,35646,Leighton,AL," 4,679",1033,1160,COLBERT,Low Income Area
482,36454,Lenox,AL, 521,1035,1170,CONECUH,Low Income Area/HPSA
483,36548,Leroy,AL," 1,049",1129,1640,WASHINGTON,Low Income Area/HPSA
484,35647,Lester,AL," 1,145",1083,1410,LIMESTONE,HPSA
485,36047,Letohatchee,AL," 1,499",1085,1420,LOWNDES,Low Income Area/HPSA
486,35648,Lexington,AL," 3,728",1077,1380,LAUDERDALE,Low Income Area/HPSA
487,36549,Lillian,AL," 4,248",1003,1010,BALDWIN,Low Income Area/HPSA
488,35096,Lincoln,AL," 7,555",1121,1600,TALLADEGA,Low Income Area/HPSA
489,36748,Linden,AL," 3,616",1091,1450,MARENGO,Low Income Area/HPSA
490,36266,Lineville,AL," 5,315",1027,1130,CLAY,Low Income Area/HPSA
491,36912,Lisman,AL," 1,949",1023,1110,CHOCTAW,Low Income Area/HPSA
492,36550,Little River,AL, 323,1003,1010,BALDWIN,Low Income Area/HPSA
493,35470,Livingston,AL," 5,396",1119,1590,SUMTER,Low Income Area/HPSA
494,35097,Locust Fork,AL," 1,379",1009,1040,BLOUNT,Low Income Area/HPSA
495,35098,Logan,AL," 1,376",1043,1210,CULLMAN,Low Income Area/HPSA
496,36048,Louisville,AL," 1,398",1005,1020,BARBOUR,Low Income Area/HPSA
497,36751,Lower Peach Tree,AL, 416,1099,1490,MONROE,Low Income Area/HPSA
498,36752,Lowndesboro,AL," 1,353",1085,1420,LOWNDES,Low Income Area/HPSA
499,36551,Loxley,AL," 8,270",1003,1010,BALDWIN,Low Income Area/HPSA
500,36049,Luverne,AL," 5,634",1041,1200,CRENSHAW,Low Income Area/HPSA
501,35575,Lynn,AL," 1,197",1133,1660,WINSTON,Low Income Area/HPSA
502,35757,Madison,AL, 395,1089,1440,MADISON,HPSA
503,35756,Madison,AL," 7,733",1083,1410,LIMESTONE,HPSA
504,36754,Magnolia,AL, 266,1091,1450,MARENGO,Low Income Area/HPSA
505,36555,Magnolia Springs,AL, 544,1003,1010,BALDWIN,Low Income Area/HPSA
506,36349,Malvern,AL, 105,1061,1300,GENEVA,Low Income Area/HPSA
507,36750,Maplesville,AL," 2,878",1021,1100,CHILTON,Low Income Area/HPSA
508,36051,Marbury,AL," 2,298",1001,1000,AUTAUGA,Low Income Area/HPSA
509,36756,Marion,AL," 6,942",1105,1520,PERRY,Low Income Area/HPSA
510,36759,Marion Junction,AL," 1,621",1047,1230,DALLAS,Low Income Area/HPSA
511,36052,Mathews,AL, 964,1101,1500,MONTGOMERY,Low Income Area/HPSA
512,35111,MC Calla,AL, 195,1125,1620,TUSCALOOSA,HPSA
513,35111,MC Calla,AL," 8,097",1125,1620,TUSCALOOSA,HPSA
514,36553,MC Intosh,AL," 4,589",1129,1640,WASHINGTON,Low Income Area/HPSA
515,36456,MC Kenzie,AL," 1,173",1013,1060,BUTLER,Low Income Area/HPSA
516,35984,Mentone,AL," 1,738",1049,1240,DE KALB,Low Income Area/HPSA
517,36350,Midland City,AL," 8,456",1045,1220,DALE,Low Income Area/HPSA
518,36053,Midway,AL," 2,009",1005,1020,BARBOUR,Low Income Area/HPSA
519,36054,Millbrook,AL," 13,637",1051,1250,ELMORE,Low Income Area/HPSA
520,35576,Millport,AL," 3,313",1075,1370,LAMAR,Low Income Area/HPSA
521,36558,Millry,AL," 3,039",1129,1640,WASHINGTON,Low Income Area/HPSA
522,36761,Minter,AL," 1,048",1047,1230,DALLAS,Low Income Area/HPSA
523,36602,Mobile,AL," 1,008",1097,1480,MOBILE,Low Income Area/HPSA
524,36603,Mobile,AL," 7,884",1097,1480,MOBILE,Low Income Area/HPSA
525,36604,Mobile,AL," 10,608",1097,1480,MOBILE,Low Income Area/HPSA
526,36605,Mobile,AL," 29,881",1097,1480,MOBILE,Low Income Area/HPSA
527,36606,Mobile,AL," 18,173",1097,1480,MOBILE,Low Income Area/HPSA
528,36607,Mobile,AL," 7,435",1097,1480,MOBILE,Low Income Area/HPSA
529,36608,Mobile,AL," 35,386",1097,1480,MOBILE,Low Income Area/HPSA
530,36609,Mobile,AL," 26,621",1097,1480,MOBILE,Low Income Area/HPSA
531,36610,Mobile,AL," 13,168",1097,1480,MOBILE,Low Income Area/HPSA
532,36611,Mobile,AL," 6,106",1097,1480,MOBILE,Low Income Area/HPSA
533,36612,Mobile,AL," 4,541",1097,1480,MOBILE,Low Income Area/HPSA
534,36615,Mobile,AL, 446,1097,1480,MOBILE,Low Income Area/HPSA
535,36617,Mobile,AL," 14,035",1097,1480,MOBILE,Low Income Area/HPSA
536,36618,Mobile,AL," 17,318",1097,1480,MOBILE,Low Income Area/HPSA
537,36619,Mobile,AL," 14,777",1097,1480,MOBILE,Low Income Area/HPSA
538,36688,Mobile,AL, 791,1097,1480,MOBILE,HPSA
539,36693,Mobile,AL," 18,451",1097,1480,MOBILE,HPSA
540,36695,Mobile,AL," 44,783",1097,1480,MOBILE,HPSA
541,36460,Monroeville,AL," 11,651",1099,1490,MONROE,Low Income Area/HPSA
542,35115,Montevallo,AL," 13,227",1117,1580,SHELBY,Low Income Area/HPSA
543,36104,Montgomery,AL," 8,018",1101,1500,MONTGOMERY,Low Income Area/HPSA
544,36105,Montgomery,AL," 12,411",1101,1500,MONTGOMERY,Low Income Area/HPSA
545,36107,Montgomery,AL," 9,663",1101,1500,MONTGOMERY,Low Income Area/HPSA
546,36108,Montgomery,AL," 20,929",1101,1500,MONTGOMERY,Low Income Area/HPSA
547,36110,Montgomery,AL," 13,079",1101,1500,MONTGOMERY,Low Income Area/HPSA
548,36111,Montgomery,AL," 12,471",1101,1500,MONTGOMERY,Low Income Area/HPSA
549,36114,Montgomery,AL, 265,1101,1500,MONTGOMERY,Low Income Area/HPSA
550,36115,Montgomery,AL, 358,1101,1500,MONTGOMERY,Low Income Area/HPSA
551,36116,Montgomery,AL," 44,842",1101,1500,MONTGOMERY,Low Income Area/HPSA
552,36106,Montgomery,AL," 16,219",1101,1500,MONTGOMERY,HPSA
553,36109,Montgomery,AL," 24,874",1101,1500,MONTGOMERY,HPSA
554,36112,Montgomery,AL," 1,623",1101,1500,MONTGOMERY,HPSA
555,36113,Montgomery,AL, 891,1101,1500,MONTGOMERY,HPSA
556,36117,Montgomery,AL," 49,692",1101,1500,MONTGOMERY,HPSA
557,35650,Moulton,AL," 14,156",1079,1390,LAWRENCE,Low Income Area/HPSA
558,35474,Moundville,AL," 6,196",1065,1320,HALE,Low Income Area/HPSA
559,35651,Mount Hope,AL," 1,292",1079,1390,LAWRENCE,Low Income Area/HPSA
560,36560,Mount Vernon,AL," 3,658",1097,1480,MOBILE,Low Income Area/HPSA
561,35118,Mulga,AL," 3,264",1073,1360,JEFFERSON,Low Income Area
562,36268,Munford,AL," 5,283",1121,1600,TALLADEGA,Low Income Area/HPSA
563,36269,Muscadine,AL," 1,440",1029,1140,CLEBURNE,Low Income Area/HPSA
564,35661,Muscle Shoals,AL," 16,718",1033,1160,COLBERT,Low Income Area
565,35578,Nauvoo,AL," 5,779",1127,1630,WALKER,Low Income Area/HPSA
566,36915,Needham,AL, 810,1023,1110,CHOCTAW,Low Income Area/HPSA
567,36351,New Brockton,AL," 3,497",1031,1150,COFFEE,Low Income Area
568,35760,New Hope,AL," 5,236",1089,1440,MADISON,Low Income Area/HPSA
569,36765,Newbern,AL," 1,103",1065,1320,HALE,Low Income Area/HPSA
570,36352,Newton,AL," 5,135",1069,1340,HOUSTON,Low Income Area/HPSA
571,36353,Newville,AL," 2,216",1067,1330,HENRY,Low Income Area/HPSA
572,35476,Northport,AL," 7,758",1125,1620,TUSCALOOSA,Low Income Area/HPSA
573,35473,Northport,AL," 15,261",1125,1620,TUSCALOOSA,HPSA
574,35475,Northport,AL," 14,380",1125,1620,TUSCALOOSA,HPSA
575,36866,Notasulga,AL," 4,038",1087,1430,MACON,Low Income Area/HPSA
576,35579,Oakman,AL," 3,194",1127,1630,WALKER,Low Income Area/HPSA
577,36271,Ohatchee,AL," 6,058",1015,1070,CALHOUN,Low Income Area
578,35121,Oneonta,AL," 15,470",1009,1040,BLOUNT,Low Income Area/HPSA
579,36801,Opelika,AL," 21,778",1081,1400,LEE,Low Income Area/HPSA
580,36804,Opelika,AL," 16,496",1081,1400,LEE,Low Income Area/HPSA
581,36467,Opp,AL," 9,897",1039,1190,COVINGTON,Low Income Area/HPSA
582,36561,Orange Beach,AL," 5,939",1003,1010,BALDWIN,HPSA
583,36767,Orrville,AL," 1,933",1047,1230,DALLAS,Low Income Area/HPSA
584,36203,Oxford,AL," 18,962",1015,1070,CALHOUN,Low Income Area/HPSA
585,36360,Ozark,AL," 19,487",1045,1220,DALE,Low Income Area/HPSA
586,35764,Paint Rock,AL, 452,1071,1350,JACKSON,Low Income Area/HPSA
587,36370,Pansey,AL," 1,018",1069,1340,HOUSTON,Low Income Area/HPSA
588,35580,Parrish,AL," 3,808",1127,1630,WALKER,Low Income Area/HPSA
589,35125,Pell City,AL," 10,390",1115,1570,ST. CLAIR,Low Income Area
590,35128,Pell City,AL," 11,294",1115,1570,ST. CLAIR,Low Income Area
591,36916,Pennington,AL, 625,1023,1110,CHOCTAW,Low Income Area/HPSA
592,36562,Perdido,AL," 1,548",1003,1010,BALDWIN,Low Income Area/HPSA
593,36471,Peterman,AL," 1,232",1099,1490,MONROE,Low Income Area/HPSA
594,36867,Phenix City,AL," 20,994",1113,1560,RUSSELL,Low Income Area/HPSA
595,36869,Phenix City,AL," 19,872",1113,1560,RUSSELL,Low Income Area/HPSA
596,36870,Phenix City,AL," 15,537",1081,1400,LEE,HPSA
597,36870,Phenix City,AL," 3,771",1081,1400,LEE,HPSA
598,35581,Phil Campbell,AL," 5,524",1059,1290,FRANKLIN,Low Income Area/HPSA
599,36272,Piedmont,AL," 13,456",1015,1070,CALHOUN,Low Income Area/HPSA
600,36064,Pike Road,AL," 6,298",1101,1500,MONTGOMERY,HPSA
601,36768,Pine Apple,AL, 993,1131,1650,WILCOX,Low Income Area/HPSA
602,36769,Pine Hill,AL," 3,002",1131,1650,WILCOX,Low Income Area/HPSA
603,35126,Pinson,AL, 476,1073,1360,JEFFERSON,HPSA
604,35765,Pisgah,AL," 3,855",1071,1350,JACKSON,Low Income Area/HPSA
605,36871,Pittsview,AL," 1,285",1113,1560,RUSSELL,Low Income Area/HPSA
606,36758,Plantersville,AL," 1,311",1047,1230,DALLAS,Low Income Area/HPSA
607,36066,Prattville,AL," 19,422",1001,1000,AUTAUGA,HPSA
608,36067,Prattville,AL," 23,223",1001,1000,AUTAUGA,HPSA
609,36067,Prattville,AL," 3,581",1001,1000,AUTAUGA,HPSA
610,35766,Princeton,AL, 164,1071,1350,JACKSON,Low Income Area/HPSA
611,35130,Quinton,AL," 3,145",1127,1630,WALKER,Low Income Area/HPSA
612,35131,Ragland,AL," 3,768",1115,1570,ST. CLAIR,Low Income Area
613,35986,Rainsville,AL," 7,754",1049,1240,DE KALB,Low Income Area/HPSA
614,35480,Ralph,AL, 24,1125,1620,TUSCALOOSA,HPSA
615,35480,Ralph,AL," 1,711",1125,1620,TUSCALOOSA,HPSA
616,36069,Ramer,AL," 1,770",1101,1500,MONTGOMERY,HPSA
617,36273,Ranburne,AL," 2,866",1029,1140,CLEBURNE,Low Income Area/HPSA
618,36792,Randolph,AL," 1,072",1007,1030,BIBB,Low Income Area/HPSA
619,36473,Range,AL, 236,1035,1170,CONECUH,Low Income Area/HPSA
620,35582,Red Bay,AL," 4,322",1059,1290,FRANKLIN,Low Income Area/HPSA
621,36474,Red Level,AL," 2,086",1039,1190,COVINGTON,Low Income Area
622,35481,Reform,AL," 3,684",1107,1530,PICKENS,Low Income Area/HPSA
623,35133,Remlap,AL," 4,033",1009,1040,BLOUNT,Low Income Area/HPSA
624,36475,Repton,AL," 1,696",1035,1170,CONECUH,Low Income Area/HPSA
625,35135,Riverside,AL," 2,046",1115,1570,ST. CLAIR,Low Income Area
626,36274,Roanoke,AL," 10,969",1111,1550,RANDOLPH,Low Income Area/HPSA
627,36567,Robertsdale,AL," 12,597",1003,1010,BALDWIN,Low Income Area/HPSA
628,35136,Rockford,AL," 1,848",1037,1180,COOSA,Low Income Area/HPSA
629,35652,Rogersville,AL, 62,1077,1380,LAUDERDALE,HPSA
630,35652,Rogersville,AL," 8,196",1077,1380,LAUDERDALE,HPSA
631,35653,Russellville,AL," 11,064",1059,1290,FRANKLIN,Low Income Area/HPSA
632,35654,Russellville,AL," 8,754",1059,1290,FRANKLIN,Low Income Area/HPSA
633,36071,Rutledge,AL, 912,1041,1200,CRENSHAW,Low Income Area/HPSA
634,36773,Safford,AL, 430,1047,1230,DALLAS,Low Income Area/HPSA
635,36569,Saint Stephens,AL, 849,1129,1640,WASHINGTON,Low Income Area/HPSA
636,36874,Salem,AL," 8,107",1081,1400,LEE,Low Income Area/HPSA
637,36477,Samson,AL," 4,583",1061,1300,GENEVA,Low Income Area/HPSA
638,36571,Saraland,AL," 14,631",1097,1480,MOBILE,Low Income Area/HPSA
639,36775,Sardis,AL, 803,1047,1230,DALLAS,Low Income Area/HPSA
640,36572,Satsuma,AL," 6,219",1097,1480,MOBILE,HPSA
641,36776,Sawyerville,AL," 1,432",1065,1320,HALE,Low Income Area/HPSA
642,35768,Scottsboro,AL," 11,516",1071,1350,JACKSON,Low Income Area/HPSA
643,35769,Scottsboro,AL," 9,453",1071,1350,JACKSON,Low Income Area/HPSA
644,36875,Seale,AL," 4,502",1113,1560,RUSSELL,Low Income Area/HPSA
645,35771,Section,AL," 3,604",1071,1350,JACKSON,Low Income Area/HPSA
646,36701,Selma,AL," 23,646",1047,1230,DALLAS,Low Income Area/HPSA
647,36703,Selma,AL," 13,694",1047,1230,DALLAS,Low Income Area/HPSA
648,36574,Seminole,AL," 1,341",1003,1010,BALDWIN,Low Income Area/HPSA
649,36575,Semmes,AL," 17,338",1097,1480,MOBILE,Low Income Area/HPSA
650,35660,Sheffield,AL," 9,039",1033,1160,COLBERT,Low Income Area
651,35143,Shelby,AL," 3,132",1117,1580,SHELBY,Low Income Area
652,36075,Shorter,AL," 2,231",1087,1430,MACON,Low Income Area/HPSA
653,36373,Shorterville,AL, 980,1067,1330,HENRY,Low Income Area/HPSA
