ZIP,City/Location Name,STATE,2010 Census Population,FIPS Code,StCtyCode,County Name,Zip Code Designation
36305,Dothan,AL,* 580,01069,01340,HOUSTON,HPSA
36305,Dothan,AL,"* 13,602",01069,01340,HOUSTON,HPSA
35553,Double Springs,AL,"* 4,618",01133,01660,WINSTON,Low Income Area/HPSA
36028,Dozier,AL,* 695,01039,01190,COVINGTON,Low Income Area/HPSA
35456,Duncanville,AL,* 2,01125,01620,TUSCALOOSA,HPSA
35456,Duncanville,AL,"* 3,607",01125,01620,TUSCALOOSA,HPSA
35744,Dutton,AL,"* 2,846",01071,01350,JACKSON,Low Income Area/HPSA
36260,Eastaboga,AL,"* 4,068",01015,01070,CALHOUN,Low Income Area/HPSA
35457,Echola,AL,* 111,01125,01620,TUSCALOOSA,Low Income Area/HPSA
36024,Eclectic,AL,"* 5,117",01051,01250,ELMORE,HPSA
36024,Eclectic,AL,* 437,01051,01250,ELMORE,HPSA
36613,Eight Mile,AL,"* 13,200",01097,01480,MOBILE,Low Income Area/HPSA
36323,Elba,AL,"* 7,672",01031,01150,COFFEE,Low Income Area/HPSA
36530,Elberta,AL,"* 6,868",01003,01010,BALDWIN,Low Income Area/HPSA
35554,Eldridge,AL,"* 1,130",01057,01280,FAYETTE,Low Income Area/HPSA
35620,Elkmont,AL,"* 9,282",01083,01410,LIMESTONE,Low Income Area/HPSA
36025,Elmore,AL,"* 3,792",01051,01250,ELMORE,Low Income Area/HPSA
35458,Elrod,AL,* 646,01125,01620,TUSCALOOSA,HPSA
35459,Emelle,AL,* 784,01119,01590,SUMTER,Low Income Area/HPSA
35063,Empire,AL,"* 4,314",01127,01630,WALKER,Low Income Area/HPSA
36330,Enterprise,AL,"* 35,932",01031,01150,COFFEE,Low Income Area/HPSA
35460,Epes,AL,"* 1,030",01119,01590,SUMTER,Low Income Area/HPSA
36026,Equality,AL,* 947,01037,01180,COOSA,HPSA
36026,Equality,AL,* 277,01037,01180,COOSA,HPSA
36026,Equality,AL,* 131,01037,01180,COOSA,HPSA
35745,Estillfork,AL,* 295,01071,01350,JACKSON,Low Income Area/HPSA
35461,Ethelsville,AL,"* 1,795",01107,01530,PICKENS,Low Income Area/HPSA
36027,Eufaula,AL,"* 16,133",01005,01020,BARBOUR,Low Income Area/HPSA
35462,Eutaw,AL,"* 5,784",01063,01310,GREENE,Low Income Area/HPSA
35621,Eva,AL,"* 2,971",01103,01510,MORGAN,Low Income Area/HPSA
35746,Fackler,AL,* 661,01071,01350,JACKSON,Low Income Area/HPSA
35064,Fairfield,AL,"* 11,340",01073,01360,JEFFERSON,Low Income Area/HPSA
36532,Fairhope,AL,"* 16,598",01003,01010,BALDWIN,HPSA
35622,Falkville,AL,"* 7,235",01103,01510,MORGAN,Low Income Area/HPSA
36738,Faunsdale,AL,* 843,01091,01450,MARENGO,Low Income Area/HPSA
35555,Fayette,AL,"* 10,149",01057,01280,FAYETTE,Low Income Area/HPSA
36029,Fitzpatrick,AL,* 828,01087,01430,MACON,Low Income Area/HPSA
36855,Five Points,AL,"* 1,773",01017,01080,CHAMBERS,Low Income Area/HPSA
35966,Flat Rock,AL,"* 3,850",01071,01350,JACKSON,Low Income Area/HPSA
36441,Flomaton,AL,"* 3,629",01053,01260,ESCAMBIA,Low Income Area/HPSA
36442,Florala,AL,"* 3,681",01039,01190,COVINGTON,Low Income Area/HPSA
35630,Florence,AL,"* 32,257",01077,01380,LAUDERDALE,Low Income Area/HPSA
35633,Florence,AL,"* 21,314",01077,01380,LAUDERDALE,Low Income Area/HPSA
35634,Florence,AL,"* 11,219",01077,01380,LAUDERDALE,HPSA
36535,Foley,AL,"* 27,278",01003,01010,BALDWIN,Low Income Area/HPSA
36030,Forest Home,AL,* 743,01013,01060,BUTLER,Low Income Area/HPSA
36740,Forkland,AL,"* 1,955",01063,01310,GREENE,Low Income Area/HPSA
36031,Fort Davis,AL,* 63,01087,01430,MACON,Low Income Area/HPSA
36032,Fort Deposit,AL,"* 2,363",01085,01420,LOWNDES,Low Income Area/HPSA
36856,Fort Mitchell,AL,"* 3,530",01113,01560,RUSSELL,Low Income Area/HPSA
35967,Fort Payne,AL,"* 16,804",01049,01240,DE KALB,Low Income Area/HPSA
35968,Fort Payne,AL,"* 4,374",01049,01240,DE KALB,Low Income Area/HPSA
36362,Fort Rucker,AL,"* 4,279",01045,01220,DALE,Low Income Area/HPSA
35463,Fosters,AL,"* 1,231",01125,01620,TUSCALOOSA,HPSA
36444,Franklin,AL,* 722,01099,01490,MONROE,Low Income Area/HPSA
36538,Frankville,AL,* 408,01129,01640,WASHINGTON,Low Income Area/HPSA
36445,Frisco City,AL,"* 5,295",01099,01490,MONROE,Low Income Area/HPSA
36539,Fruitdale,AL,* 914,01129,01640,WASHINGTON,Low Income Area/HPSA
36262,Fruithurst,AL,"* 1,468",01029,01140,CLEBURNE,Low Income Area/HPSA
36446,Fulton,AL,* 220,01025,01120,CLARKE,Low Income Area/HPSA
35971,Fyffe,AL,"* 4,764",01049,01240,DE KALB,Low Income Area/HPSA
35901,Gadsden,AL,"* 20,083",01055,01270,ETOWAH,Low Income Area/HPSA
35903,Gadsden,AL,"* 18,258",01055,01270,ETOWAH,Low Income Area/HPSA
35904,Gadsden,AL,"* 14,330",01055,01270,ETOWAH,Low Income Area
35906,Gadsden,AL,"* 9,846",01055,01270,ETOWAH,Low Income Area
36540,Gainestown,AL,* 749,01025,01120,CLARKE,Low Income Area/HPSA
35464,Gainesville,AL,* 252,01119,01590,SUMTER,Low Income Area/HPSA
35972,Gallant,AL,* 931,01055,01270,ETOWAH,Low Income Area
36742,Gallion,AL,"* 2,368",01091,01450,MARENGO,Low Income Area/HPSA
36038,Gantt,AL,"* 3,807",01039,01190,COVINGTON,Low Income Area
35973,Gaylesville,AL,"* 3,104",01019,01090,CHEROKEE,Low Income Area/HPSA
36340,Geneva,AL,"* 5,847",01061,01300,GENEVA,Low Income Area/HPSA
36033,Georgiana,AL,"* 4,174",01013,01060,BUTLER,Low Income Area/HPSA
35974,Geraldine,AL,"* 1,574",01049,01240,DE KALB,Low Income Area/HPSA
36908,Gilbertown,AL,"* 2,196",01023,01110,CHOCTAW,Low Income Area/HPSA
36034,Glenwood,AL,* 609,01041,01200,CRENSHAW,Low Income Area/HPSA
35072,Goodwater,AL,"* 4,700",01037,01180,COOSA,Low Income Area/HPSA
35466,Gordo,AL,"* 6,073",01107,01530,PICKENS,Low Income Area/HPSA
36343,Gordon,AL,"* 1,358",01069,01340,HOUSTON,Low Income Area/HPSA
36035,Goshen,AL,"* 1,832",01109,01540,PIKE,Low Income Area/HPSA
36036,Grady,AL,"* 1,821",01101,01500,MONTGOMERY,Low Income Area/HPSA
36263,Graham,AL,* 680,01111,01550,RANDOLPH,Low Income Area/HPSA
36541,Grand Bay,AL,"* 16,266",01097,01480,MOBILE,Low Income Area/HPSA
35747,Grant,AL,"* 5,712",01095,01470,MARSHALL,Low Income Area/HPSA
35073,Graysville,AL,"* 2,671",01073,01360,JEFFERSON,Low Income Area
36744,Greensboro,AL,"* 7,181",01065,01320,HALE,Low Income Area/HPSA
36037,Greenville,AL,"* 14,459",01013,01060,BUTLER,Low Income Area/HPSA
36451,Grove Hill,AL,"* 4,958",01025,01120,CLARKE,Low Income Area/HPSA
35975,Groveoak,AL,"* 1,113",01049,01240,DE KALB,Low Income Area/HPSA
35563,Guin,AL,"* 4,241",01093,01460,MARION,Low Income Area/HPSA
36542,Gulf Shores,AL,"* 12,434",01003,01010,BALDWIN,Low Income Area/HPSA
35976,Guntersville,AL,"* 16,611",01095,01470,MARSHALL,Low Income Area/HPSA
35748,Gurley,AL,"* 5,889",01089,01440,MADISON,Low Income Area/HPSA
35564,Hackleburg,AL,"* 2,485",01093,01460,MARION,Low Income Area/HPSA
35565,Haleyville,AL,"* 13,579",01133,01660,WINSTON,Low Income Area/HPSA
35570,Hamilton,AL,"* 10,936",01093,01460,MARION,Low Income Area/HPSA
35077,Hanceville,AL,"* 13,318",01043,01210,CULLMAN,Low Income Area/HPSA
36039,Hardaway,AL,* 425,01087,01430,MACON,Low Income Area/HPSA
35078,Harpersville,AL,"* 2,619",01117,01580,SHELBY,Low Income Area
36344,Hartford,AL,"* 5,811",01061,01300,GENEVA,Low Income Area/HPSA
35640,Hartselle,AL,"* 24,445",01103,01510,MORGAN,Low Income Area/HPSA
35749,Harvest,AL,"* 5,815",01089,01440,MADISON,HPSA
35749,Harvest,AL,* 5,01089,01440,MADISON,HPSA
36858,Hatchechubbee,AL,* 613,01113,01560,RUSSELL,Low Income Area/HPSA
35079,Hayden,AL,"* 8,702",01009,01040,BLOUNT,HPSA
36040,Hayneville,AL,"* 4,020",01085,01420,LOWNDES,Low Income Area/HPSA
36345,Headland,AL,* 168,01067,01330,HENRY,HPSA
36345,Headland,AL,"* 6,169",01067,01330,HENRY,HPSA
36345,Headland,AL,* 459,01067,01330,HENRY,HPSA
36264,Heflin,AL,"* 8,713",01029,01140,CLEBURNE,Low Income Area/HPSA
35978,Henagar,AL,"* 5,072",01049,01240,DE KALB,Low Income Area/HPSA
35979,Higdon,AL,"* 1,356",01049,01240,DE KALB,Low Income Area/HPSA
36041,Highland Home,AL,"* 1,198",01041,01200,CRENSHAW,Low Income Area/HPSA
35643,Hillsboro,AL,"* 3,263",01079,01390,LAWRENCE,Low Income Area/HPSA
35571,Hodges,AL,* 951,01059,01290,FRANKLIN,Low Income Area/HPSA
35083,Holly Pond,AL,"* 2,911",01043,01210,CULLMAN,Low Income Area/HPSA
35751,Hollytree,AL,* 295,01071,01350,JACKSON,Low Income Area/HPSA
35752,Hollywood,AL,"* 2,089",01071,01350,JACKSON,Low Income Area/HPSA
36042,Honoraville,AL,"* 1,128",01041,01200,CRENSHAW,Low Income Area/HPSA
36043,Hope Hull,AL,"* 3,708",01101,01500,MONTGOMERY,Low Income Area/HPSA
35980,Horton,AL,"* 5,045",01095,01470,MARSHALL,Low Income Area/HPSA
35572,Houston,AL,"* 1,171",01133,01660,WINSTON,Low Income Area/HPSA
35805,Huntsville,AL,"* 23,301",01089,01440,MADISON,Low Income Area/HPSA
35810,Huntsville,AL,"* 28,157",01089,01440,MADISON,Low Income Area/HPSA
35816,Huntsville,AL,"* 15,584",01089,01440,MADISON,Low Income Area/HPSA
35808,Huntsville,AL,"* 1,123",01089,01440,MADISON,Low Income Area
35898,Huntsville,AL,* 823,01089,01440,MADISON,Low Income Area
35801,Huntsville,AL,"* 6,840",01089,01440,MADISON,HPSA
35802,Huntsville,AL,"* 1,431",01089,01440,MADISON,HPSA
35806,Huntsville,AL,"* 6,699",01089,01440,MADISON,HPSA
35811,Huntsville,AL,"* 7,282",01089,01440,MADISON,HPSA
36860,Hurtsboro,AL,"* 1,424",01113,01560,RUSSELL,Low Income Area/HPSA
35981,Ider,AL,"* 2,457",01049,01240,DE KALB,Low Income Area/HPSA
36544,Irvington,AL,"* 12,243",01097,01480,MOBILE,Low Income Area/HPSA
36910,Jachin,AL,* 120,01023,01110,CHOCTAW,Low Income Area/HPSA
36346,Jack,AL,"* 1,914",01031,01150,COFFEE,Low Income Area
36545,Jackson,AL,"* 9,979",01025,01120,CLARKE,Low Income Area/HPSA
36861,Jacksons Gap,AL,"* 3,319",01123,01610,TALLAPOOSA,Low Income Area
36265,Jacksonville,AL,"* 21,212",01015,01070,CALHOUN,Low Income Area/HPSA
35501,Jasper,AL,"* 10,297",01127,01630,WALKER,Low Income Area/HPSA
35503,Jasper,AL,"* 8,820",01127,01630,WALKER,Low Income Area/HPSA
35504,Jasper,AL,"* 13,752",01127,01630,WALKER,Low Income Area/HPSA
35085,Jemison,AL,"* 8,974",01021,01100,CHILTON,Low Income Area/HPSA
36749,Jones,AL,"* 1,016",01047,01230,DALLAS,Low Income Area/HPSA
35087,Joppa,AL,"* 1,939",01043,01210,CULLMAN,Low Income Area/HPSA
35089,Kellyton,AL,"* 2,568",01037,01180,COOSA,Low Income Area/HPSA
35574,Kennedy,AL,"* 1,272",01075,01370,LAMAR,Low Income Area/HPSA
35645,Killen,AL,"* 12,325",01077,01380,LAUDERDALE,Low Income Area/HPSA
36453,Kinston,AL,"* 2,198",01031,01150,COFFEE,Low Income Area/HPSA
35469,Knoxville,AL,* 434,01063,01310,GREENE,Low Income Area/HPSA
35754,Laceys Spring,AL,"* 5,417",01103,01510,MORGAN,Low Income Area/HPSA
36862,Lafayette,AL,"* 6,479",01017,01080,CHAMBERS,Low Income Area/HPSA
36863,Lanett,AL,"* 11,510",01017,01080,CHAMBERS,Low Income Area/HPSA
35755,Langston,AL,* 572,01095,01470,MARSHALL,Low Income Area/HPSA
36046,Lapine,AL,"* 1,579",01041,01200,CRENSHAW,Low Income Area/HPSA
36793,Lawley,AL,* 589,01007,01030,BIBB,Low Income Area/HPSA
35094,Leeds,AL,"* 14,617",01073,01360,JEFFERSON,Low Income Area
35983,Leesburg,AL,"* 3,725",01019,01090,CHEROKEE,Low Income Area/HPSA
35646,Leighton,AL,"* 4,679",01033,01160,COLBERT,Low Income Area
36454,Lenox,AL,* 521,01035,01170,CONECUH,Low Income Area/HPSA
36548,Leroy,AL,"* 1,049",01129,01640,WASHINGTON,Low Income Area/HPSA
35647,Lester,AL,"* 1,145",01083,01410,LIMESTONE,HPSA
36047,Letohatchee,AL,"* 1,499",01085,01420,LOWNDES,Low Income Area/HPSA
35648,Lexington,AL,"* 3,728",01077,01380,LAUDERDALE,Low Income Area/HPSA
36549,Lillian,AL,"* 4,248",01003,01010,BALDWIN,Low Income Area/HPSA
35096,Lincoln,AL,"* 7,555",01121,01600,TALLADEGA,Low Income Area/HPSA
36748,Linden,AL,"* 3,616",01091,01450,MARENGO,Low Income Area/HPSA
36266,Lineville,AL,"* 5,315",01027,01130,CLAY,Low Income Area/HPSA
36912,Lisman,AL,"* 1,949",01023,01110,CHOCTAW,Low Income Area/HPSA
36550,Little River,AL,* 323,01003,01010,BALDWIN,Low Income Area/HPSA
35470,Livingston,AL,"* 5,396",01119,01590,SUMTER,Low Income Area/HPSA
35097,Locust Fork,AL,"* 1,379",01009,01040,BLOUNT,Low Income Area/HPSA
35098,Logan,AL,"* 1,376",01043,01210,CULLMAN,Low Income Area/HPSA
36048,Louisville,AL,"* 1,398",01005,01020,BARBOUR,Low Income Area/HPSA
36751,Lower Peach Tree,AL,* 416,01099,01490,MONROE,Low Income Area/HPSA
36752,Lowndesboro,AL,"* 1,353",01085,01420,LOWNDES,Low Income Area/HPSA
36551,Loxley,AL,"* 8,270",01003,01010,BALDWIN,Low Income Area/HPSA
36049,Luverne,AL,"* 5,634",01041,01200,CRENSHAW,Low Income Area/HPSA
35575,Lynn,AL,"* 1,197",01133,01660,WINSTON,Low Income Area/HPSA
35757,Madison,AL,* 395,01089,01440,MADISON,HPSA
35756,Madison,AL,"* 7,733",01083,01410,LIMESTONE,HPSA
36754,Magnolia,AL,* 266,01091,01450,MARENGO,Low Income Area/HPSA
36555,Magnolia Springs,AL,* 544,01003,01010,BALDWIN,Low Income Area/HPSA
36349,Malvern,AL,* 105,01061,01300,GENEVA,Low Income Area/HPSA
36750,Maplesville,AL,"* 2,878",01021,01100,CHILTON,Low Income Area/HPSA
36051,Marbury,AL,"* 2,298",01001,01000,AUTAUGA,Low Income Area/HPSA
36756,Marion,AL,"* 6,942",01105,01520,PERRY,Low Income Area/HPSA
36759,Marion Junction,AL,"* 1,621",01047,01230,DALLAS,Low Income Area/HPSA
36052,Mathews,AL,* 964,01101,01500,MONTGOMERY,Low Income Area/HPSA
35111,MC Calla,AL,* 195,01125,01620,TUSCALOOSA,HPSA
35111,MC Calla,AL,"* 8,097",01125,01620,TUSCALOOSA,HPSA
36553,MC Intosh,AL,"* 4,589",01129,01640,WASHINGTON,Low Income Area/HPSA
36456,MC Kenzie,AL,"* 1,173",01013,01060,BUTLER,Low Income Area/HPSA
35984,Mentone,AL,"* 1,738",01049,01240,DE KALB,Low Income Area/HPSA
36350,Midland City,AL,"* 8,456",01045,01220,DALE,Low Income Area/HPSA
36053,Midway,AL,"* 2,009",01005,01020,BARBOUR,Low Income Area/HPSA
36054,Millbrook,AL,"* 13,637",01051,01250,ELMORE,Low Income Area/HPSA
35576,Millport,AL,"* 3,313",01075,01370,LAMAR,Low Income Area/HPSA
36558,Millry,AL,"* 3,039",01129,01640,WASHINGTON,Low Income Area/HPSA
36761,Minter,AL,"* 1,048",01047,01230,DALLAS,Low Income Area/HPSA
36602,Mobile,AL,"* 1,008",01097,01480,MOBILE,Low Income Area/HPSA
36603,Mobile,AL,"* 7,884",01097,01480,MOBILE,Low Income Area/HPSA
36604,Mobile,AL,"* 10,608",01097,01480,MOBILE,Low Income Area/HPSA
36605,Mobile,AL,"* 29,881",01097,01480,MOBILE,Low Income Area/HPSA
36606,Mobile,AL,"* 18,173",01097,01480,MOBILE,Low Income Area/HPSA
36607,Mobile,AL,"* 7,435",01097,01480,MOBILE,Low Income Area/HPSA
36608,Mobile,AL,"* 35,386",01097,01480,MOBILE,Low Income Area/HPSA
36609,Mobile,AL,"* 26,621",01097,01480,MOBILE,Low Income Area/HPSA
36610,Mobile,AL,"* 13,168",01097,01480,MOBILE,Low Income Area/HPSA
36611,Mobile,AL,"* 6,106",01097,01480,MOBILE,Low Income Area/HPSA
36612,Mobile,AL,"* 4,541",01097,01480,MOBILE,Low Income Area/HPSA
36615,Mobile,AL,* 446,01097,01480,MOBILE,Low Income Area/HPSA
36617,Mobile,AL,"* 14,035",01097,01480,MOBILE,Low Income Area/HPSA
36618,Mobile,AL,"* 17,318",01097,01480,MOBILE,Low Income Area/HPSA
36619,Mobile,AL,"* 14,777",01097,01480,MOBILE,Low Income Area/HPSA
36688,Mobile,AL,* 791,01097,01480,MOBILE,HPSA
36693,Mobile,AL,"* 18,451",01097,01480,MOBILE,HPSA
36695,Mobile,AL,"* 44,783",01097,01480,MOBILE,HPSA
36460,Monroeville,AL,"* 11,651",01099,01490,MONROE,Low Income Area/HPSA
35115,Montevallo,AL,"* 13,227",01117,01580,SHELBY,Low Income Area/HPSA
36104,Montgomery,AL,"* 8,018",01101,01500,MONTGOMERY,Low Income Area/HPSA
36105,Montgomery,AL,"* 12,411",01101,01500,MONTGOMERY,Low Income Area/HPSA
36107,Montgomery,AL,"* 9,663",01101,01500,MONTGOMERY,Low Income Area/HPSA
36108,Montgomery,AL,"* 20,929",01101,01500,MONTGOMERY,Low Income Area/HPSA
36110,Montgomery,AL,"* 13,079",01101,01500,MONTGOMERY,Low Income Area/HPSA
36111,Montgomery,AL,"* 12,471",01101,01500,MONTGOMERY,Low Income Area/HPSA
36114,Montgomery,AL,* 265,01101,01500,MONTGOMERY,Low Income Area/HPSA
36115,Montgomery,AL,* 358,01101,01500,MONTGOMERY,Low Income Area/HPSA
36116,Montgomery,AL,"* 44,842",01101,01500,MONTGOMERY,Low Income Area/HPSA
36106,Montgomery,AL,"* 16,219",01101,01500,MONTGOMERY,HPSA
36109,Montgomery,AL,"* 24,874",01101,01500,MONTGOMERY,HPSA
36112,Montgomery,AL,"* 1,623",01101,01500,MONTGOMERY,HPSA
36113,Montgomery,AL,* 891,01101,01500,MONTGOMERY,HPSA
36117,Montgomery,AL,"* 49,692",01101,01500,MONTGOMERY,HPSA
35650,Moulton,AL,"* 14,156",01079,01390,LAWRENCE,Low Income Area/HPSA
35474,Moundville,AL,"* 6,196",01065,01320,HALE,Low Income Area/HPSA
35651,Mount Hope,AL,"* 1,292",01079,01390,LAWRENCE,Low Income Area/HPSA
36560,Mount Vernon,AL,"* 3,658",01097,01480,MOBILE,Low Income Area/HPSA
35118,Mulga,AL,"* 3,264",01073,01360,JEFFERSON,Low Income Area
36268,Munford,AL,"* 5,283",01121,01600,TALLADEGA,Low Income Area/HPSA
36269,Muscadine,AL,"* 1,440",01029,01140,CLEBURNE,Low Income Area/HPSA
35661,Muscle Shoals,AL,"* 16,718",01033,01160,COLBERT,Low Income Area
35578,Nauvoo,AL,"* 5,779",01127,01630,WALKER,Low Income Area/HPSA
36915,Needham,AL,* 810,01023,01110,CHOCTAW,Low Income Area/HPSA
36351,New Brockton,AL,"* 3,497",01031,01150,COFFEE,Low Income Area
35760,New Hope,AL,"* 5,236",01089,01440,MADISON,Low Income Area/HPSA
36765,Newbern,AL,"* 1,103",01065,01320,HALE,Low Income Area/HPSA
36352,Newton,AL,"* 5,135",01069,01340,HOUSTON,Low Income Area/HPSA
36353,Newville,AL,"* 2,216",01067,01330,HENRY,Low Income Area/HPSA
35476,Northport,AL,"* 7,758",01125,01620,TUSCALOOSA,Low Income Area/HPSA
35473,Northport,AL,"* 15,261",01125,01620,TUSCALOOSA,HPSA
35475,Northport,AL,"* 14,380",01125,01620,TUSCALOOSA,HPSA
36866,Notasulga,AL,"* 4,038",01087,01430,MACON,Low Income Area/HPSA
35579,Oakman,AL,"* 3,194",01127,01630,WALKER,Low Income Area/HPSA
36271,Ohatchee,AL,"* 6,058",01015,01070,CALHOUN,Low Income Area
35121,Oneonta,AL,"* 15,470",01009,01040,BLOUNT,Low Income Area/HPSA
36801,Opelika,AL,"* 21,778",01081,01400,LEE,Low Income Area/HPSA
36804,Opelika,AL,"* 16,496",01081,01400,LEE,Low Income Area/HPSA
36467,Opp,AL,"* 9,897",01039,01190,COVINGTON,Low Income Area/HPSA
36561,Orange Beach,AL,"* 5,939",01003,01010,BALDWIN,HPSA
36767,Orrville,AL,"* 1,933",01047,01230,DALLAS,Low Income Area/HPSA
36203,Oxford,AL,"* 18,962",01015,01070,CALHOUN,Low Income Area/HPSA
36360,Ozark,AL,"* 19,487",01045,01220,DALE,Low Income Area/HPSA
35764,Paint Rock,AL,* 452,01071,01350,JACKSON,Low Income Area/HPSA
36370,Pansey,AL,"* 1,018",01069,01340,HOUSTON,Low Income Area/HPSA
35580,Parrish,AL,"* 3,808",01127,01630,WALKER,Low Income Area/HPSA
35125,Pell City,AL,"* 10,390",01115,01570,ST. CLAIR,Low Income Area
35128,Pell City,AL,"* 11,294",01115,01570,ST. CLAIR,Low Income Area
36916,Pennington,AL,* 625,01023,01110,CHOCTAW,Low Income Area/HPSA
36562,Perdido,AL,"* 1,548",01003,01010,BALDWIN,Low Income Area/HPSA
36471,Peterman,AL,"* 1,232",01099,01490,MONROE,Low Income Area/HPSA
36867,Phenix City,AL,"* 20,994",01113,01560,RUSSELL,Low Income Area/HPSA
36869,Phenix City,AL,"* 19,872",01113,01560,RUSSELL,Low Income Area/HPSA
36870,Phenix City,AL,"* 15,537",01081,01400,LEE,HPSA
36870,Phenix City,AL,"* 3,771",01081,01400,LEE,HPSA
35581,Phil Campbell,AL,"* 5,524",01059,01290,FRANKLIN,Low Income Area/HPSA
36272,Piedmont,AL,"* 13,456",01015,01070,CALHOUN,Low Income Area/HPSA
36064,Pike Road,AL,"* 6,298",01101,01500,MONTGOMERY,HPSA
36768,Pine Apple,AL,* 993,01131,01650,WILCOX,Low Income Area/HPSA
36769,Pine Hill,AL,"* 3,002",01131,01650,WILCOX,Low Income Area/HPSA
35126,Pinson,AL,* 476,01073,01360,JEFFERSON,HPSA
35765,Pisgah,AL,"* 3,855",01071,01350,JACKSON,Low Income Area/HPSA
36871,Pittsview,AL,"* 1,285",01113,01560,RUSSELL,Low Income Area/HPSA
36758,Plantersville,AL,"* 1,311",01047,01230,DALLAS,Low Income Area/HPSA
36066,Prattville,AL,"* 19,422",01001,01000,AUTAUGA,HPSA
36067,Prattville,AL,"* 23,223",01001,01000,AUTAUGA,HPSA
36067,Prattville,AL,"* 3,581",01001,01000,AUTAUGA,HPSA
35766,Princeton,AL,* 164,01071,01350,JACKSON,Low Income Area/HPSA
35130,Quinton,AL,"* 3,145",01127,01630,WALKER,Low Income Area/HPSA
35131,Ragland,AL,"* 3,768",01115,01570,ST. CLAIR,Low Income Area
35986,Rainsville,AL,"* 7,754",01049,01240,DE KALB,Low Income Area/HPSA
35480,Ralph,AL,* 24,01125,01620,TUSCALOOSA,HPSA
35480,Ralph,AL,"* 1,711",01125,01620,TUSCALOOSA,HPSA
36069,Ramer,AL,"* 1,770",01101,01500,MONTGOMERY,HPSA
36273,Ranburne,AL,"* 2,866",01029,01140,CLEBURNE,Low Income Area/HPSA
36792,Randolph,AL,"* 1,072",01007,01030,BIBB,Low Income Area/HPSA
36473,Range,AL,* 236,01035,01170,CONECUH,Low Income Area/HPSA
35582,Red Bay,AL,"* 4,322",01059,01290,FRANKLIN,Low Income Area/HPSA
36474,Red Level,AL,"* 2,086",01039,01190,COVINGTON,Low Income Area
35481,Reform,AL,"* 3,684",01107,01530,PICKENS,Low Income Area/HPSA
35133,Remlap,AL,"* 4,033",01009,01040,BLOUNT,Low Income Area/HPSA
36475,Repton,AL,"* 1,696",01035,01170,CONECUH,Low Income Area/HPSA
35135,Riverside,AL,"* 2,046",01115,01570,ST. CLAIR,Low Income Area
36274,Roanoke,AL,"* 10,969",01111,01550,RANDOLPH,Low Income Area/HPSA
36567,Robertsdale,AL,"* 12,597",01003,01010,BALDWIN,Low Income Area/HPSA
35136,Rockford,AL,"* 1,848",01037,01180,COOSA,Low Income Area/HPSA
35652,Rogersville,AL,* 62,01077,01380,LAUDERDALE,HPSA
35652,Rogersville,AL,"* 8,196",01077,01380,LAUDERDALE,HPSA
35653,Russellville,AL,"* 11,064",01059,01290,FRANKLIN,Low Income Area/HPSA
35654,Russellville,AL,"* 8,754",01059,01290,FRANKLIN,Low Income Area/HPSA
36071,Rutledge,AL,* 912,01041,01200,CRENSHAW,Low Income Area/HPSA
36773,Safford,AL,* 430,01047,01230,DALLAS,Low Income Area/HPSA
36569,Saint Stephens,AL,* 849,01129,01640,WASHINGTON,Low Income Area/HPSA
36874,Salem,AL,"* 8,107",01081,01400,LEE,Low Income Area/HPSA
36477,Samson,AL,"* 4,583",01061,01300,GENEVA,Low Income Area/HPSA
36571,Saraland,AL,"* 14,631",01097,01480,MOBILE,Low Income Area/HPSA
36775,Sardis,AL,* 803,01047,01230,DALLAS,Low Income Area/HPSA
36572,Satsuma,AL,"* 6,219",01097,01480,MOBILE,HPSA
36776,Sawyerville,AL,"* 1,432",01065,01320,HALE,Low Income Area/HPSA
35768,Scottsboro,AL,"* 11,516",01071,01350,JACKSON,Low Income Area/HPSA
35769,Scottsboro,AL,"* 9,453",01071,01350,JACKSON,Low Income Area/HPSA
36875,Seale,AL,"* 4,502",01113,01560,RUSSELL,Low Income Area/HPSA
35771,Section,AL,"* 3,604",01071,01350,JACKSON,Low Income Area/HPSA
36701,Selma,AL,"* 23,646",01047,01230,DALLAS,Low Income Area/HPSA
36703,Selma,AL,"* 13,694",01047,01230,DALLAS,Low Income Area/HPSA
36574,Seminole,AL,"* 1,341",01003,01010,BALDWIN,Low Income Area/HPSA
36575,Semmes,AL,"* 17,338",01097,01480,MOBILE,Low Income Area/HPSA
35660,Sheffield,AL,"* 9,039",01033,01160,COLBERT,Low Income Area
35143,Shelby,AL,"* 3,132",01117,01580,SHELBY,Low Income Area
36075,Shorter,AL,"* 2,231",01087,01430,MACON,Low Income Area/HPSA
36373,Shorterville,AL,* 980,01067,01330,HENRY,Low Income Area/HPSA
36919,Silas,AL,"* 2,343",01023,01110,CHOCTAW,Low Income Area/HPSA
36576,Silverhill,AL,"* 4,363",01003,01010,BALDWIN,HPSA
36374,Skipperville,AL,"* 1,015",01045,01220,DALE,Low Income Area/HPSA
36375,Slocomb,AL,"* 7,315",01061,01300,GENEVA,Low Income Area/HPSA
36877,Smiths Station,AL,"* 11,245",01081,01400,LEE,Low Income Area/HPSA
35670,Somerville,AL,"* 7,731",01103,01510,MORGAN,Low Income Area/HPSA
35146,Springville,AL,* 927,01115,01570,ST. CLAIR,HPSA
35585,Spruce Pine,AL,"* 1,606",01059,01290,FRANKLIN,Low Income Area/HPSA
